"ChassisIndex","SlotIndex","Index","Type","Link","AutoNegotiation","Duplex","Speed","RxActivity","TxActivity","CollisionActivity","Loopback","Enable","SelectLink","LIN","Aging","MaxPacketSize","RemoteLoopback","ErrorActivity","Name","Value","Threshold","ThresholdAction","RMChassis","RMSlot","RMPort","SerialNumber","VendorInfo","Medium","Connector","Wavelength","ZoneIdAdmin","NominalBitRate","ModulePort","PartRev","IfIndex","Linked","Operational","ZoneChassisAdmin","ZoneSlotAdmin","FlowControl","AutoNegAd","AutoNegEditable","WavelengthX","ZoneIdOper","ZoneSlotOper","ZoneChassisOper","LinkMatch","MDIPinoutAdmin","MDIPinoutOper","FCRecvAdmin","FCRecvOper","FCSendAdmin","FCSendOper","AutoNegWait","AmpGainOper","AmpGainAdmin","AmpOutputPwrAdmin","ProtoCapabilities","ProtoAdmin","ProtoOper","PreambleLen","Preferred","CableLen","RedundantTxMode","Termination","Description","TransmitUnmapped","ToggleMode","Revertive","I2CSpeed","MappingType","SupportsEfm","mrvEusmPortSupportsEusm","mrvEusmPortSmartLoopbackAction","mrvEusmPortSmartLoopbackSwap","mrvEusmPortSmartLoopbackMac","mrvEusmPortSmartLoopbackVid","mrvEusmPortQinQAction","mrvEusmPortQinQServiceVid","mrvEusmPortQinQServicePriority","mrvEusmTgaDa","mrvEusmTgaDaType","mrvEusmTgaSa","mrvEusmTgaSaType","mrvEusmTgaTag","mrvEusmTgaTagType","mrvEusmTgaPattern","mrvEusmTgaPatternType","mrvEusmTgaFrameSize","mrvEusmTgaFrameSizeType","mrvEusmTgaFrameCount","mrvEusmTgaFrameCountType","mrvEusmTgaInterPacketGap","mrvEusmTgaAction","mrvEusmCableTestStatus","mrvEusmCableTestResult","DDiag.Temperature","DDiag.TxPower","DDiag.RxPower","DDiag.BiasAmps","DDiag.SupplyVolts","DDiag.DigitalDiags","DDiag.AlarmCause","DDiag.TemperatureLevel","DDiag.TxPowerLevel","DDiag.RxPowerLevel","DDiag.BiasAmpsLevel","DDiag.SupplyVoltsLevel",
"1","1","21","28","noSignal","on","full","spdGigabit","notSupported","notSupported","notSupported","notSupported","enable","notSupported","disable","notSupported","notSupported","notSupported","notSupported","RJ-45 at 1.1.21","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","twistedPair","cuRj45","4294967295","0","4294967295","21","N/A","101021","no","yes","0","0","notSupported","3f","3f","N/A","0","0","1","enabled","autoSense","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","00:00:00:04:00:00:00","0","29","notSupported","notSupported","notSupported","notSupported","notSupported","","disabled","notSupported","notSupported","notSupported","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","1","22","28","noSignal","on","full","spdGigabit","notSupported","notSupported","notSupported","notSupported","enable","notSupported","disable","notSupported","notSupported","notSupported","notSupported","RJ-45 at 1.1.22","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","twistedPair","cuRj45","4294967295","0","4294967295","22","N/A","101022","no","yes","0","0","notSupported","3f","3f","N/A","0","0","1","enabled","autoSense","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","00:00:00:04:00:00:00","0","29","notSupported","notSupported","notSupported","notSupported","notSupported","","disabled","notSupported","notSupported","notSupported","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","1","23","28","noSignal","on","full","spdGigabit","notSupported","notSupported","notSupported","notSupported","enable","notSupported","disable","notSupported","notSupported","notSupported","notSupported","RJ-45 at 1.1.23","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","twistedPair","cuRj45","4294967295","0","4294967295","23","N/A","101023","no","yes","0","0","notSupported","3f","3f","N/A","0","0","1","enabled","autoSense","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","00:00:00:04:00:00:00","0","29","notSupported","notSupported","notSupported","notSupported","notSupported","","disabled","notSupported","notSupported","notSupported","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","1","24","28","noSignal","on","full","spd100Mbps","notSupported","notSupported","notSupported","notSupported","enable","notSupported","disable","notSupported","notSupported","notSupported","notSupported","RJ-45 at 1.1.24","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","twistedPair","cuRj45","4294967295","0","4294967295","24","N/A","101024","no","yes","0","0","notSupported","3f","3f","N/A","0","0","1","enabled","autoSense","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","00:00:00:20:00:00:00","0","26","notSupported","notSupported","notSupported","notSupported","notSupported","","disabled","notSupported","notSupported","notSupported","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","1","25","28","noSignal","on","full","spdGigabit","notSupported","notSupported","notSupported","notSupported","enable","notSupported","disable","notSupported","notSupported","notSupported","notSupported","RJ-45 at 1.1.25","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","twistedPair","cuRj45","4294967295","0","4294967295","25","N/A","101025","no","yes","0","0","notSupported","0c","3f","N/A","0","0","1","enabled","autoSense","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","00:00:00:04:00:00:00","0","29","notSupported","notSupported","notSupported","notSupported","notSupported","","disabled","notSupported","notSupported","notSupported","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","1","26","28","noSignal","on","full","spdGigabit","notSupported","notSupported","notSupported","notSupported","enable","notSupported","disable","notSupported","notSupported","notSupported","notSupported","RJ-45 at 1.1.26","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","twistedPair","cuRj45","4294967295","0","4294967295","26","N/A","101026","no","yes","0","0","notSupported","3f","3f","N/A","0","0","1","enabled","autoSense","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","00:00:00:04:00:00:00","0","29","notSupported","notSupported","notSupported","notSupported","notSupported","","disabled","notSupported","notSupported","notSupported","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","1","27","28","noSignal","on","full","spdGigabit","notSupported","notSupported","notSupported","notSupported","enable","notSupported","disable","notSupported","notSupported","notSupported","notSupported","RJ-45 at 1.1.27","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","twistedPair","cuRj45","4294967295","0","4294967295","27","N/A","101027","no","yes","0","0","notSupported","3f","3f","N/A","0","0","1","enabled","autoSense","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","00:00:00:04:00:00:00","0","29","notSupported","notSupported","notSupported","notSupported","notSupported","","disabled","notSupported","notSupported","notSupported","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","1","28","28","noSignal","on","full","spdGigabit","notSupported","notSupported","notSupported","notSupported","enable","notSupported","disable","notSupported","notSupported","notSupported","notSupported","RJ-45 at 1.1.28","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","twistedPair","cuRj45","4294967295","0","4294967295","28","N/A","101028","no","yes","0","0","notSupported","3f","3f","N/A","0","0","1","enabled","autoSense","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","00:00:00:04:00:00:00","0","29","notSupported","notSupported","notSupported","notSupported","notSupported","","disabled","notSupported","notSupported","notSupported","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","1","29","28","noSignal","on","full","spdGigabit","notSupported","notSupported","notSupported","notSupported","enable","notSupported","disable","notSupported","notSupported","notSupported","notSupported","RJ-45 at 1.1.29","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","twistedPair","cuRj45","4294967295","0","4294967295","29","N/A","101029","no","yes","0","0","notSupported","3f","3f","N/A","0","0","1","enabled","autoSense","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","00:00:00:04:00:00:00","0","29","notSupported","notSupported","notSupported","notSupported","notSupported","","disabled","notSupported","notSupported","notSupported","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","1","30","28","noSignal","on","full","spdGigabit","notSupported","notSupported","notSupported","notSupported","enable","notSupported","disable","notSupported","notSupported","notSupported","notSupported","RJ-45 at 1.1.30","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","twistedPair","cuRj45","4294967295","0","4294967295","30","N/A","101030","no","yes","0","0","notSupported","3f","3f","N/A","0","0","1","enabled","autoSense","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","00:00:00:04:00:00:00","0","29","notSupported","notSupported","notSupported","notSupported","notSupported","","disabled","notSupported","notSupported","notSupported","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","1","31","28","noSignal","off","full","spd10Mbps","notSupported","notSupported","notSupported","notSupported","enable","notSupported","enable","notSupported","notSupported","notSupported","notSupported","RJ-45 at 1.1.31","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","twistedPair","cuRj45","4294967295","0","4294967295","31","N/A","101031","no","yes","0","0","notSupported","03","3f","N/A","0","0","1","enabled","autoSense","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","00:00:00:80:00:00:00","0","24","notSupported","notSupported","notSupported","notSupported","notSupported","","enabled","notSupported","notSupported","notSupported","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","1","32","28","noSignal","on","full","spdGigabit","notSupported","notSupported","notSupported","notSupported","enable","notSupported","disable","notSupported","notSupported","notSupported","notSupported","RJ-45 at 1.1.32","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","twistedPair","cuRj45","4294967295","0","4294967295","32","N/A","101032","no","yes","0","0","notSupported","3f","3f","N/A","0","0","1","enabled","autoSense","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","00:00:00:04:00:00:00","0","29","notSupported","notSupported","notSupported","notSupported","notSupported","","disabled","notSupported","notSupported","notSupported","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","1","33","28","noSignal","on","full","spdGigabit","notSupported","notSupported","notSupported","notSupported","enable","notSupported","disable","notSupported","notSupported","notSupported","notSupported","RJ-45 at 1.1.33","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","twistedPair","cuRj45","4294967295","0","4294967295","33","N/A","101033","no","yes","0","0","notSupported","3f","3f","N/A","0","0","1","enabled","autoSense","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","00:00:00:04:00:00:00","0","29","notSupported","notSupported","notSupported","notSupported","notSupported","","disabled","notSupported","notSupported","notSupported","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","1","34","28","noSignal","on","full","spdGigabit","notSupported","notSupported","notSupported","notSupported","enable","notSupported","disable","notSupported","notSupported","notSupported","notSupported","RJ-45 at 1.1.34","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","twistedPair","cuRj45","4294967295","0","4294967295","34","N/A","101034","no","yes","0","0","notSupported","3f","3f","N/A","0","0","1","enabled","autoSense","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","00:00:00:04:00:00:00","0","29","notSupported","notSupported","notSupported","notSupported","notSupported","","disabled","notSupported","notSupported","notSupported","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","1","35","28","noSignal","off","full","spd100Mbps","notSupported","notSupported","notSupported","notSupported","enable","notSupported","disable","notSupported","notSupported","notSupported","notSupported","RJ-45 at 1.1.35","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","twistedPair","cuRj45","4294967295","0","4294967295","35","N/A","101035","no","yes","0","0","notSupported","0f","3f","N/A","0","0","1","enabled","autoSense","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","00:00:00:20:00:00:00","0","26","notSupported","notSupported","notSupported","notSupported","notSupported","","disabled","notSupported","notSupported","notSupported","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","1","36","28","noSignal","on","full","spdGigabit","notSupported","notSupported","notSupported","notSupported","enable","notSupported","enable","notSupported","notSupported","notSupported","notSupported","RJ-45 at 1.1.36","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","twistedPair","cuRj45","4294967295","0","4294967295","36","N/A","101036","no","yes","0","0","notSupported","3f","3f","N/A","0","0","1","enabled","autoSense","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","00:00:00:04:00:00:00","0","29","notSupported","notSupported","notSupported","notSupported","notSupported","","enabled","notSupported","notSupported","notSupported","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","2","1","125","noSignal","notSupported","notSupported","other","notSupported","notSupported","notSupported","notSupported","enable","notSupported","enable","notSupported","notSupported","notSupported","notSupported","SFP at 1.2.1","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","notSupported","removed","4294967295","3","4294967295","1","N/A","102001","no","yes","1","2","notSupported","","","N/A","3","2","1","notSupported","notSupported","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","20:00:00:00:00:00:00","2","2","notSupported","notSupported","notSupported","notSupported","notSupported","","enabled","disabled","notSupported","normal","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","2","2","125","noSignal","notSupported","notSupported","other","notSupported","notSupported","notSupported","notSupported","enable","notSupported","enable","notSupported","notSupported","notSupported","notSupported","SFP at 1.2.2","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","notSupported","removed","4294967295","0","4294967295","2","N/A","102002","no","yes","0","0","notSupported","","","N/A","0","0","1","notSupported","notSupported","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","20:00:00:00:00:00:00","2","2","notSupported","notSupported","notSupported","notSupported","notSupported","","enabled","disabled","notSupported","normal","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","2","3","125","noSignal","notSupported","notSupported","other","notSupported","notSupported","notSupported","notSupported","enable","notSupported","enable","notSupported","notSupported","notSupported","notSupported","SFP at 1.2.3","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","notSupported","removed","4294967295","1","4294967295","3","N/A","102003","no","yes","1","2","notSupported","","","N/A","1","2","1","notSupported","notSupported","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","20:00:00:00:00:00:00","2","2","notSupported","notSupported","notSupported","notSupported","notSupported","","enabled","disabled","notSupported","normal","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","2","4","125","noSignal","notSupported","notSupported","other","notSupported","notSupported","notSupported","notSupported","enable","notSupported","enable","notSupported","notSupported","notSupported","notSupported","SFP at 1.2.4","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","notSupported","removed","4294967295","0","4294967295","4","N/A","102004","no","yes","0","0","notSupported","","","N/A","0","0","1","notSupported","notSupported","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","20:00:00:00:00:00:00","2","2","notSupported","notSupported","notSupported","notSupported","notSupported","","enabled","disabled","notSupported","normal","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","2","5","125","noSignal","notSupported","notSupported","other","notSupported","notSupported","notSupported","notSupported","enable","notSupported","disable","notSupported","notSupported","notSupported","notSupported","SFP at 1.2.5","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","notSupported","removed","4294967295","0","4294967295","5","N/A","102005","no","yes","1","0","notSupported","","","N/A","0","0","1","notSupported","notSupported","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","20:00:00:00:00:00:00","2","2","notSupported","notSupported","notSupported","notSupported","notSupported","","disabled","disabled","notSupported","normal","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","2","6","125","noSignal","notSupported","notSupported","other","notSupported","notSupported","notSupported","notSupported","enable","notSupported","disable","notSupported","notSupported","notSupported","notSupported","SFP at 1.2.6","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","notSupported","removed","4294967295","0","4294967295","6","N/A","102006","no","yes","1","0","notSupported","","","N/A","0","0","1","notSupported","notSupported","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","20:00:00:00:00:00:00","2","2","notSupported","notSupported","notSupported","notSupported","notSupported","","disabled","disabled","notSupported","normal","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","2","7","125","noSignal","notSupported","notSupported","other","notSupported","notSupported","notSupported","notSupported","enable","notSupported","disable","notSupported","notSupported","notSupported","notSupported","SFP at 1.2.7","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","notSupported","removed","4294967295","20","4294967295","7","N/A","102007","no","yes","1","1","notSupported","","","N/A","20","1","1","notSupported","notSupported","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","20:00:00:00:00:00:00","2","2","notSupported","notSupported","notSupported","notSupported","notSupported","","disabled","disabled","notSupported","normal","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","2","8","125","noSignal","notSupported","notSupported","other","notSupported","notSupported","notSupported","notSupported","enable","notSupported","disable","notSupported","notSupported","notSupported","notSupported","SFP at 1.2.8","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","notSupported","removed","4294967295","0","4294967295","8","N/A","102008","no","yes","1","0","notSupported","","","N/A","0","0","1","notSupported","notSupported","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","20:00:00:00:00:00:00","2","2","notSupported","notSupported","notSupported","notSupported","notSupported","","disabled","disabled","notSupported","normal","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","2","9","125","noSignal","notSupported","notSupported","other","notSupported","notSupported","notSupported","notSupported","enable","notSupported","disable","notSupported","notSupported","notSupported","notSupported","SFP at 1.2.9","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","notSupported","removed","4294967295","0","4294967295","9","N/A","102009","no","yes","0","0","notSupported","","","N/A","0","0","1","notSupported","notSupported","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","20:00:00:00:00:00:00","2","2","notSupported","notSupported","notSupported","notSupported","notSupported","","disabled","disabled","notSupported","normal","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","2","10","125","noSignal","notSupported","notSupported","other","notSupported","notSupported","notSupported","notSupported","enable","notSupported","disable","notSupported","notSupported","notSupported","notSupported","SFP at 1.2.10","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","notSupported","removed","4294967295","0","4294967295","10","N/A","102010","no","yes","0","0","notSupported","","","N/A","0","0","1","notSupported","notSupported","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","20:00:00:00:00:00:00","2","2","notSupported","notSupported","notSupported","notSupported","notSupported","","disabled","disabled","notSupported","normal","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
"1","2","11","125","noSignal","notSupported","notSupported","other","notSupported","notSupported","notSupported","notSupported","enable","notSupported","disable","notSupported","notSupported","notSupported","notSupported","SFP at 1.2.11","","-2147483648","1","4294967295","4294967295","4294967295","N/A","N/A","notSupported","removed","4294967295","0","4294967295","11","N/A","102011","no","yes","0","0","notSupported","","","N/A","0","0","1","notSupported","notSupported","notSupported","notSupported","notSupported","notSupported","notSupported","0","4294967295","4294967295","-2147483648","20:00:00:00:00:00:00","2","2","notSupported","notSupported","notSupported","notSupported","notSupported","","disabled","disabled","notSupported","normal","open","notSupported","notSupported","notSupported","notSupported","","4294967295","notSupported","4294967295","4294967295","","notSupported","","notSupported","","notSupported","","notSupported","4294967295","notSupported","4294967295","notSupported","4294967295","notSupported","notSupported","N/A","-2147483648","-2147483648","-2147483648","4294967295","4294967295","notSupported","N/A","notSupported","notSupported","notSupported","notSupported","notSupported",
